Date,s_eu,s_ch,kof_baro,kof_mpc,1J,2J,3J,4J,5J,6J,7J,8J,9J,10J,15J,20J,30J
2007-04-02,112.3,117.499994099597,101.798590789952,0.1764706,0.02412,0.024019999999999996,0.02414,0.024619999999999996,0.02521,0.02574,0.026189999999999998,0.02656,0.026860000000000005,0.0271,0.027839999999999997,0.028210000000000002,0.02858
2007-04-03,112.3,117.499994099597,101.798590789952,0.1764706,0.02414,0.0242,0.024409999999999998,0.024900000000000002,0.025459999999999997,0.02595,0.02636,0.026699999999999998,0.02697,0.02718,0.027839999999999997,0.02818,0.028510000000000004
2007-04-04,112.3,117.499994099597,101.798590789952,0.1764706,0.024310000000000002,0.024300000000000002,0.02448,0.024980000000000002,0.02553,0.02603,0.026439999999999998,0.026770000000000002,0.027039999999999998,0.02725,0.027910000000000004,0.028239999999999998,0.028560000000000002
2007-04-05,112.3,117.499994099597,101.798590789952,0.1764706,0.024390000000000002,0.024249999999999997,0.024489999999999998,0.02506,0.02568,0.026210000000000004,0.02663,0.02697,0.027239999999999997,0.027460000000000005,0.02812,0.028450000000000003,0.02878
2007-04-10,112.3,117.499994099597,101.798590789952,0.1764706,0.024409999999999998,0.02444,0.02477,0.025380000000000003,0.026000000000000002,0.02653,0.02694,0.02727,0.027539999999999995,0.02775,0.02839,0.028710000000000003,0.02903
2007-04-11,112.3,117.499994099597,101.798590789952,0.1764706,0.024459999999999996,0.02474,0.025,0.02545,0.02596,0.026430000000000002,0.02682,0.027149999999999997,0.02741,0.02762,0.028280000000000003,0.028610000000000003,0.028939999999999997
2007-04-12,112.3,117.499994099597,101.798590789952,0.1764706,0.02448,0.02452,0.02483,0.0254,0.026000000000000002,0.02652,0.02694,0.02727,0.027539999999999995,0.02775,0.028399999999999998,0.028730000000000002,0.02905
2007-04-13,112.3,117.499994099597,101.798590789952,0.1764706,0.0246,0.02461,0.02492,0.02553,0.026150000000000003,0.02667,0.027080000000000003,0.02741,0.02767,0.027880000000000002,0.028510000000000004,0.02882,0.029139999999999996
2007-04-16,112.3,117.499994099597,101.798590789952,0.1764706,0.02463,0.024849999999999997,0.025259999999999998,0.02588,0.026489999999999996,0.02701,0.02742,0.02775,0.02801,0.028220000000000002,0.02886,0.029169999999999998,0.02949
2007-04-17,112.3,117.499994099597,101.798590789952,0.1764706,0.024239999999999998,0.024239999999999998,0.02492,0.025750000000000002,0.02645,0.02698,0.027389999999999998,0.027689999999999996,0.02793,0.02812,0.0287,0.028989999999999995,0.02928
2007-04-18,112.3,117.499994099597,101.798590789952,0.1764706,0.02476,0.02488,0.025099999999999997,0.02559,0.02612,0.02659,0.02697,0.02727,0.027510000000000003,0.0277,0.028280000000000003,0.02858,0.02887
2007-04-19,112.3,117.499994099597,101.798590789952,0.1764706,0.02475,0.024780000000000003,0.02495,0.025419999999999998,0.025939999999999998,0.0264,0.026779999999999998,0.027080000000000003,0.027319999999999997,0.02752,0.028110000000000003,0.02841,0.028710000000000003
2007-04-20,112.3,117.499994099597,101.798590789952,0.1764706,0.024730000000000002,0.02497,0.02536,0.025929999999999998,0.026469999999999997,0.026910000000000003,0.02727,0.027539999999999995,0.027760000000000003,0.02793,0.02846,0.028730000000000002,0.028989999999999995
2007-04-23,112.3,117.499994099597,101.798590789952,0.1764706,0.02477,0.02487,0.02512,0.025619999999999997,0.02613,0.02657,0.02693,0.02721,0.027430000000000003,0.027610000000000003,0.028160000000000004,0.02843,0.028710000000000003
2007-04-24,112.3,117.499994099597,101.798590789952,0.1764706,0.02476,0.02488,0.025140000000000003,0.025639999999999996,0.02614,0.02657,0.026919999999999996,0.02719,0.0274,0.02758,0.0281,0.028369999999999996,0.02863
2007-04-25,112.3,117.499994099597,101.798590789952,0.1764706,0.024700000000000003,0.02471,0.025099999999999997,0.02572,0.026310000000000004,0.026779999999999998,0.027149999999999997,0.027430000000000003,0.02765,0.02783,0.028369999999999996,0.02864,0.028919999999999998
2007-04-26,112.3,117.499994099597,101.798590789952,0.1764706,0.02476,0.02481,0.025150000000000002,0.02574,0.02634,0.026839999999999996,0.027239999999999997,0.027549999999999998,0.0278,0.027999999999999997,0.028610000000000003,0.02891,0.029219999999999996
2007-04-27,112.3,117.499994099597,101.798590789952,0.1764706,0.02483,0.024990000000000002,0.025380000000000003,0.02595,0.0265,0.026949999999999998,0.027310000000000004,0.02759,0.02781,0.02799,0.02852,0.028789999999999996,0.029060000000000002
2007-04-30,112.3,117.499994099597,101.798590789952,0.1764706,0.02475,0.024980000000000002,0.025390000000000003,0.02597,0.02652,0.02697,0.02733,0.027610000000000003,0.02783,0.02801,0.02855,0.02882,0.029089999999999998
2007-05-02,112.6,116.797738582317,99.4862569609565,0.25,0.024930000000000004,0.025019999999999997,0.025390000000000003,0.025980000000000003,0.02653,0.02697,0.027319999999999997,0.02759,0.02781,0.02798,0.0285,0.028760000000000004,0.029019999999999997
2007-05-03,112.6,116.797738582317,99.4862569609565,0.25,0.025310000000000003,0.025580000000000002,0.026019999999999998,0.026549999999999997,0.027000000000000003,0.02734,0.0276,0.0278,0.027960000000000002,0.028089999999999997,0.02846,0.028650000000000002,0.028839999999999998
2007-05-04,112.6,116.797738582317,99.4862569609565,0.25,0.02524,0.025380000000000003,0.025810000000000003,0.02638,0.0269,0.0273,0.0276,0.027839999999999997,0.02803,0.02818,0.02862,0.028849999999999997,0.02907
2007-05-07,112.6,116.797738582317,99.4862569609565,0.25,0.02519,0.025459999999999997,0.026080000000000002,0.02671,0.02719,0.027539999999999995,0.02779,0.02799,0.028139999999999995,0.02826,0.02862,0.0288,0.028989999999999995
2007-05-08,112.6,116.797738582317,99.4862569609565,0.25,0.02537,0.02563,0.02612,0.026689999999999995,0.02717,0.027530000000000002,0.02781,0.02801,0.02818,0.028310000000000005,0.0287,0.02889,0.029089999999999998
2007-05-09,112.6,116.797738582317,99.4862569609565,0.25,0.025419999999999998,0.025610000000000004,0.026039999999999997,0.026600000000000002,0.027089999999999996,0.02748,0.027769999999999996,0.02799,0.028169999999999997,0.028310000000000005,0.028730000000000002,0.028939999999999997,0.02915
2007-05-10,112.6,116.797738582317,99.4862569609565,0.25,0.02563,0.026019999999999998,0.0264,0.026869999999999998,0.027289999999999995,0.02763,0.027889999999999998,0.028089999999999997,0.02825,0.028369999999999996,0.02875,0.028939999999999997,0.029139999999999996
2007-05-11,112.6,116.797738582317,99.4862569609565,0.25,0.02537,0.025580000000000002,0.02599,0.026489999999999996,0.02693,0.027260000000000003,0.027510000000000003,0.027710000000000002,0.02786,0.02798,0.028339999999999997,0.028530000000000003,0.028710000000000003
2007-05-14,112.6,116.797738582317,99.4862569609565,0.25,0.02552,0.026000000000000002,0.026460000000000004,0.02699,0.027469999999999998,0.02785,0.028149999999999998,0.028380000000000002,0.028560000000000002,0.028710000000000003,0.02915,0.029369999999999997,0.0296
2007-05-15,112.6,116.797738582317,99.4862569609565,0.25,0.02567,0.02612,0.026619999999999998,0.02719,0.0277,0.0281,0.028399999999999998,0.02864,0.02883,0.028980000000000002,0.02943,0.029660000000000002,0.02989
2007-05-16,112.6,116.797738582317,99.4862569609565,0.25,0.02573,0.026269999999999998,0.02682,0.02741,0.027910000000000004,0.028310000000000005,0.0286,0.028839999999999998,0.029019999999999997,0.029160000000000005,0.0296,0.02982,0.030039999999999997
2007-05-18,112.6,116.797738582317,99.4862569609565,0.25,0.025780000000000004,0.026319999999999996,0.02688,0.027469999999999998,0.02799,0.028399999999999998,0.02872,0.02897,0.029169999999999998,0.029330000000000002,0.0298,0.030039999999999997,0.03028
2007-05-21,112.6,116.797738582317,99.4862569609565,0.25,0.02597,0.026539999999999998,0.02701,0.02756,0.028080000000000004,0.0285,0.02883,0.0291,0.029300000000000003,0.02947,0.02997,0.03023,0.03048
2007-05-22,112.6,116.797738582317,99.4862569609565,0.25,0.02613,0.02661,0.02718,0.02783,0.028380000000000002,0.0288,0.02912,0.029360000000000004,0.029560000000000003,0.02971,0.03017,0.0304,0.03063
